id,stepik_id,title,summary,url,difficulty,learners_count,rating,tags,embedding,created_at,updated_at,is_paid,price
3,278000,Математика для IT собеседований,"Подготовьтесь к собеседованиям на позиции аналитика, Data Scientist или ML-инженера с полным практическим курсом по статистике и теории вероятностей. Этот пакет объединяет два курса, которые помогут вам уверенно решать реальные задачи и понимать, как применять математические инструменты в IT и аналитике.",https://stepik.org/course/278000,normal,0,0,"[""Информационные технологии"",""Аналитика и исследование данных"",""Обработка и анализ данных"",""Наука о данных"",""Учебные и академические дисциплины"",""Математика и статистика"",""Подготовка к экзаменам"",""Выпускные экзамены в школе"",""Подготовка к ЕГЭ"",""Математика"",""Школьные предметы""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.296905+00:00,True,2390.0
5,277984,DevSecOps,"Практический курс по DevSecOps-инженерии. Пройдёте полный путь от основ безопасной разработки до автоматизированной CI/CD-инфраструктуры с встроенной защитой. Освоите контейнеризацию (Docker, Kubernetes), сканирование уязвимостей, автоматизацию безопасности (SAST/DAST), мониторинг и логирование (SIEM, ELK), настройте пайплайны с security-gates и обеспечите защищённость систем на каждом этапе.
",https://stepik.org/course/277984,,18,0,"[""Информационные технологии"",""Разработка программного обеспечения"",""DevOps и системное администрирование"",""Компьютерные сети""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.302962+00:00,True,12990.0
6,277939,Олимпиадная литература: лекции призера всероса и филолога ВШЭ,"17 лекций по литературе для олимпиадников от призера всероса и филолога НИУ ВШЭ. Курс будет полезен олимпиадникам с 8 по 11 класс, а также всем интересующимся литературой на глубоком уровне. 
",https://stepik.org/course/277939,easy,1,0,"[""Учебные и академические дисциплины"",""Подготовка к экзаменам"",""Олимпиады и спортивное программирование"",""Досуг"",""Чтение"",""Детям и подросткам"",""Школьные предметы"",""Литература""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.3062+00:00,True,3900.0
7,277938,ClickHouse: быстрый старт,"🚀 ClickHouse — самая популярная в мире аналитическая СУБД. Ее внедрило в свои процессы такое количество компаний, что перечислять их все просто не рационально. Изучение данного инструмента в современных реалиях рынка обязательно для аналитиков и инженеров данных. В данном курсе будет рассмотрена вся необходимая база - от аналитических фишек и специфических JOIN до 8192 и почему это сердце ClickHouse. Желаю успехов в обучении, поехали!",https://stepik.org/course/277938,,474,0,"[""Информационные технологии"",""Языки программирования"",""SQL"",""Базы данных"",""Аналитика и исследование данных"",""Обработка и анализ данных""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.308648+00:00,False,
4,277994,Математика для Data Science,"Освойте фундаментальные разделы высшей математики, необходимые для работы с данными, аналитики и машинного обучения. Этот пакет объединяет три курса, которые помогут вам построить прочный математический фундамент, понять работу с функциями, пределами и производными, а также применять эти знания в реальных проектах Data Science.",https://stepik.org/course/277994,normal,0,0,"[""Информационные технологии"",""Аналитика и исследование данных"",""Обработка и анализ данных"",""Наука о данных"",""Учебные и академические дисциплины"",""Математика и статистика"",""Технологии и инновации"",""Искусственный интеллект""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.299675+00:00,True,5490.0
15,277717,Нейросети для всех! Бесплатный курс.,"Хотите подружиться с нейросетями, но боитесь сложностей? Этот курс — ваш первый шаг. Мы простыми словами объясним, что такое ИИ и чем он отличается от обычного поисковика. Вы узнаете, как правильно «разговаривать» с нейросетями с помощью «промтов», чтобы они писали тексты, решали задачи по учебе, помогали в бизнесе и творчестве. Никакой магии — только практические примеры и готовые рецепты запросов, которые сэкономят ваше время.",https://stepik.org/course/277717,easy,85,0,"[""Личностный рост"",""Цифровая грамотность"",""Навыки работы с ИИ""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.32926+00:00,False,
10,277894,Основы нефтегазового дела,"Данный курс нацелен на получение базовых знаний в области нефтегазового дела. Слушатели изучат полный производственный цикл: от геологоразведки и бурения скважин до транспортировки и переработки углеводородов. В курсе разбираются ключевые технологические процессы, основы геологии и современное отраслевое оборудование. Курс подойдет для начинающих студентов, желающих систематизировать знания, а также для всех, кто хочет понять, как работает одна из ключевых отраслей мировой экономики и откуда берутся привычн",https://stepik.org/course/277894,,2,0,"[""Учебные и академические дисциплины"",""Естественные науки"",""Науки о Земле и экология""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.315938+00:00,True,199.0
13,277791,"Python в Minecraft: Код, который строит миры","Ты когда-нибудь думал, как устроен Minecraft изнутри? Каждый блок, каждый моб, каждая постройка — это тысячи строк кода. В этом курсе ты научишься писать такой код сам.
Никаких скучных учебников. Только живые задачи: телепортируй Стива, построй башню за секунду, создай детектор лавы, напиши умного торговца. Каждый урок — это маленькое приключение, где Python — твоё главное оружие.
Крипер-учитель проведёт тебя от самой первой команды print() до настоящих программ, которые управляют игрой в реальном времени.
",https://stepik.org/course/277791,easy,39,0,"[""Детям и подросткам"",""Информационные технологии"",""Языки программирования"",""Python"",""Разработка программного обеспечения"",""Разработка игр""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.32316+00:00,False,
14,277780,Excel ЕГЭ ИНФОРМАТИКА ЗАДАНИЯ 3 9 18 22,"Excel для новичков: первый шаг в мир данных
LibreOffice Calc
Научитесь работать в Excel без страха и ошибок. Всего за несколько занятий вы освоите интерфейс, научитесь форматировать таблицы, использовать автозаполнение и базовые формулы.",https://stepik.org/course/277780,,59,0,"[""Учебные и академические дисциплины"",""Информатика"",""Школьные предметы"",""Личностный рост"",""Цифровая грамотность"",""Microsoft Office"",""Excel и Google Таблицы"",""Подготовка к экзаменам"",""Выпускные экзамены в школе"",""Подготовка к ЕГЭ"",""Информационные технологии""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.325069+00:00,True,690.0
11,277871,"Введение в специальность ""Нефтегазовое дело""","Данный курс нацелен на получение базовых знаний о нефтегазовой отрасли: от геологии до транспортировки. Рассчитан на студентов и всех, кто хочет понять основы профессии и специфику работы с углеводородами.",https://stepik.org/course/277871,,2,0,"[""Учебные и академические дисциплины"",""Естественные науки"",""Науки о Земле и экология""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.318858+00:00,True,100.0
20,277534,Microsoft Word | Excel | Инфорационные технологии LibreOffice  ,"🚀 Что будет содержать курс:
💾 Создание текстового документа
📊 Создание презентаций
📈 Обработка данных в электронных таблицах",https://stepik.org/course/277534,easy,92,0,"[""Дизайн и медиа "",""Дизайн презентаций""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.340517+00:00,True,999.0
21,277529,Солевое обёртывание с фукусом в термоодеяле,"Освойте профессиональный протокол солевого обёртывания с фукусом — популярной SPA-процедуры для коррекции фигуры и уменьшения отёчности.
В уроке вы получите пошаговую технику выполнения, правильные пропорции состава и рекомендации по работе с термоодеялом, чтобы безопасно и эффективно применять процедуру в работе с клиентами.",https://stepik.org/course/277529,easy,2,0,"[""Личностный рост"",""Здоровье и фитнес"",""Здоровье и безопасность"",""Здоровый образ жизни"",""Досуг"",""Красота и уход""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.342681+00:00,True,990.0
17,277567,Задание 19: Погружение в тему,"Подготовка к ЕГЭ по математике. 
- Уверенное решение пунктов а) и б) Задания № 19 ЕГЭ по математике (профильный уровень).
- Знакомство с Заданием № 19 ЕГЭ по математике (базовый уровень).",https://stepik.org/course/277567,easy,3,0,"[""Учебные и академические дисциплины"",""Математика"",""Школьные предметы"",""Математика и статистика""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.333465+00:00,True,3300.0
9,277902,ИНКОТЕРМС на практике: кейс-симуляция международной сделки,"Готовый учебный кейс для проведения деловой игры по ИНКОТЕРМС. Две команды (покупатель и продавец) анализируют симулированную международную сделку, рассчитывают затраты по каждому условию поставки и ведут переговоры по цене контракта. Подходит для аудиторных занятий на курсах по логистике, УЦП и международной торговле.",https://stepik.org/course/277902,normal,2,0,"[""Учебные и академические дисциплины"",""Социальные и гуманитарные науки"",""Экономика"",""Бизнес и менеджмент"",""Развитие бизнеса"",""Операционная деятельность"",""Цепи поставок"",""Логистика"",""Деловая коммуникация""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.313232+00:00,True,580.0
8,277913, Enterance Exam Alif 1V Backend Go,"Процесс отбора состоит из двух этапов: тестирования и HR беседы.
На этапе тестирования мы оцениваем ваши базовые знания, уровень подготовки и способность применять свои навыки на практике. Это помогает нам лучше понять ваш текущий уровень и потенциал для обучения.
HR этап является завершающей частью отбора и проходит в офлайн формате в виде беседы с командой. На этом этапе мы обращаем внимание на ваши коммуникативные навыки, уровень вовлеченности, мотивацию, умение работать в команде, открытость к развитию ",https://stepik.org/course/277913,easy,21,0,"[""Информационные технологии"",""Языки программирования"",""Go"",""Подготовка к экзаменам"",""Сертификационная подготовка""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.311037+00:00,False,
12,277847,"Курсы для начинающих: SEO, интернет‑маркетинг и AI‑инструменты","🏆🥇🏆 Комплексная программа из трёх курсов для освоения ключевых навыков современного цифрового маркетинга. Вы изучите SEO‑продвижение, создание SEO‑оптимизированного контента и работу с визуалом на маркетплейсах. Программа подходит как для новичков, так и для практикующих специалистов, желающих расширить компетенции. По окончании курсов вы получите сертификаты Stepik и практические навыки для роста трафика и продаж.",https://stepik.org/course/277847,,0,0,"[""Бизнес и менеджмент"",""Маркетинг"",""Интернет-маркетинг"",""SEO-маркетинг"",""Контент-маркетинг"",""Продвижение на маркетплейсах"",""Личностный рост"",""Цифровая грамотность"",""Навыки работы с ИИ""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.321219+00:00,True,3000.0
18,277565,Контент-завод с ИИ на базе n8n: автоматизация контента под ключ,"Комплексная программа по созданию автоматизированного контент-завода на базе ИИ. Вы освоите полный цикл AI-контента — от постов, SEO-статей, креативов, карточек товаров и видео до озвучки, дубляжа и цифровых аватаров, а затем научитесь превращать этот поток в систему с помощью профессионального промпт-инжиниринга, AI-агентов, n8n, Make, Zapier и RAG. Это путь от ручного производства контента к масштабируемой AI-инфраструктуре.",https://stepik.org/course/277565,normal,27,0,"[""Бизнес и менеджмент"",""Развитие бизнеса"",""Управление бизнес-процессами"",""Маркетинг и продажи"",""Маркетинг"",""Личностный рост"",""Цифровая грамотность"",""Технологии и инновации"",""Искусственный интеллект"",""Навыки работы с ИИ""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.336225+00:00,True,19900.0
149,276017,Преподавание Scratch для молодежи,В этом курсе вы сможете пройти тестирование по Scratch и общим педагогическим практикам для получения соответствующего сертификата для вашего работодателя. ,https://stepik.org/course/276017,easy,2,0,"[""Информационные технологии"",""Программирование для детей"",""Scratch"",""Обучение преподавателей""]",,2026-03-12T19:02:57.978364+00:00,2026-03-14T11:24:35.467608+00:00,True,1000.0
2,278001,Высшая математика: полный практический курс,"Освойте ключевые разделы высшей математики и статистики для работы с данными: функции, пределы, производные, вероятности и статистика. Практика на заданиях и тестах формирует прочный математический фундамент.",https://stepik.org/course/278001,easy,0,0,"[""Информационные технологии"",""Аналитика и исследование данных"",""Обработка и анализ данных"",""Наука о данных"",""Учебные и академические дисциплины"",""Математика и статистика"",""Подготовка к экзаменам"",""Выпускные экзамены в школе"",""Подготовка к ЕГЭ"",""Математика"",""Школьные предметы""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.293908+00:00,True,3590.0
16,277583,SQL и реляционные БД,"Практический курс по SQL и реляционным базам данных без привязки к конкретной СУБД. Вы научитесь уверенно работать с данными: писать запросы для выборки, фильтрации и агрегации, соединять таблицы, использовать подзапросы, CTE и оконные функции, а также понимать принципы проектирования схем и влияния запросов на производительность. Знания из курса применимы в разных системах (MySQL, PostgreSQL, SQL Server и др.) и подходят как для аналитики, так и для разработки.",https://stepik.org/course/277583,,39,0,"[""Информационные технологии"",""Базы данных""]",,2026-03-12T17:48:50.113389+00:00,2026-03-14T11:24:35.331581+00:00,False,
84,277432,Трудоустройство 2026: от резюме до оффера 💼,"Пошаговый концентрат по поиску работы в 2026 году. Узнаете, как составить сильное резюме, пройти HR-интервью, презентовать себя и получить оффер. Без воды — только то, что реально работает.",https://stepik.org/course/277432,easy,61,0,"[""Информационные технологии"",""Разработка программного обеспечения"",""Бизнес и менеджмент"",""Деловая коммуникация"",""Личностный рост"",""Карьерный рост "",""Поиск работы: резюме и собеседования"",""Удалённая работа""]",,2026-03-12T19:02:57.883285+00:00,2026-03-14T11:24:35.352117+00:00,True,3990.0
86,277356,Нейросети для работы и бизнеса: полный практический курс ИИ 🧬,"🏆 Курс - номинант на премию Stepik Awards 2026. Здесь вы освоите ИИ и нейросети, чтобы в х10 раз ускорить работу, контент и бизнес. 
ChatGPT 5, Veo3, DALL·E, DeepSeek, YandexGPT, Suno, Sora, ElevenLabs, HeyGen и другие нейросети — без кода, команды и лишних подписок",https://stepik.org/course/277356,easy,62,0,"[""Бизнес и менеджмент"",""Маркетинг"",""Личностный рост"",""Цифровая грамотность"",""Технологии и инновации"",""Искусственный интеллект"",""Навыки работы с ИИ""]",,2026-03-12T19:02:57.894295+00:00,2026-03-14T11:24:35.356739+00:00,True,7990.0
87,277352,IBP (Integrated Business Planning) на основе S&OP,"Интегрированное бизнес-планирование (IBP) — один из ключевых управленческих процессов в современных производственных и сервисных компаниях.

Этот курс объясняет процессы IBP на основе планирования продаж и операций (S&OP) и как происходит трансформация из S&OP в интегрированное бизнес-планирование.",https://stepik.org/course/277352,normal,4,0,"[""Бизнес и менеджмент"",""Технологии и инновации"",""Робототехника и автоматизация"",""Информационные технологии"",""Разработка программного обеспечения"",""Менеджмент"",""Операционные системы"",""Бизнес-анализ"",""Развитие бизнеса"",""Операционная деятельность""]",,2026-03-12T19:02:57.895635+00:00,2026-03-14T11:24:35.358349+00:00,True,100.0
83,277461,Промпт-инжиниринг PRO: паттерны и архитектура промтов 🏆,"Этот курс — системное руководство по профессиональному промпт-инжинирингу. 👨‍💻 
Вы изучите архитектуру промтов, паттерны взаимодействия с LLM и продвинутые техники работы с нейросетями.
Четкая структура, техники и логика работы моделей. 
Курс подойдёт тем, кто хочет управлять нейросетью, а не «угадывать формулировки».",https://stepik.org/course/277461,,66,0,"[""Личностный рост"",""Цифровая грамотность"",""Технологии и инновации"",""Искусственный интеллект"",""Навыки работы с ИИ""]",,2026-03-12T19:02:57.881818+00:00,2026-03-14T11:24:35.348124+00:00,True,4990.0
88,277213,Мастер командной строки Windows (CMD) | 2026,"Научись управлять компьютером как профессионал: автоматизируй бэкапы, настраивай сеть, ""убивай"" зависшие процессы и пиши свои первые скрипты. Без воды, за 4 модуля, с практикой прямо в браузере.

👉 После курса ты перестанешь бояться консоли и начнешь ее использовать.

",https://stepik.org/course/277213,easy,1,0,"[""Информационные технологии"",""Введение в программирование"",""Архитектура ЭВМ"",""Операционные системы""]",,2026-03-12T19:02:57.896966+00:00,2026-03-14T11:24:35.360077+00:00,True,700.0
92,277094,Менеджер продукта: первые шаги к созданию продукта в IT,"Бесплатная демо-версия практического курса. Не будь просто project manager - будь менеджером продукта. Создавай ценность и управляй продуктом через сильный Product Management. Попробуйте себя в роли продакта, разберите первые этапы создания продукта и выполните стартовое задание на реальном проекте. Поймите, подходит ли вам профессия и продолжите обучение на курсе «Product Manager: полный цикл продукта».",https://stepik.org/course/277094,easy,30,0,"[""Информационные технологии"",""Развитие бизнеса"",""Личностный рост"",""Бизнес и менеджмент"",""Проектный менеджмент"",""Деловая коммуникация"",""Карьерный рост "",""Создание собственного бренда""]",,2026-03-12T19:02:57.902275+00:00,2026-03-14T11:24:35.367022+00:00,False,
93,277082,CRISP-DM методология для реализации проектов в области ИИ,"Практический курс по индустриальному стандарту управления AI/LLM проектами. Вы пройдёте полный цикл CRISP-DM — от постановки бизнес-задачи до мониторинга модели в продакшн — на реальных кейсах: чат-бот поддержки, OCR документов, RAG пайплайны. Без лишней теории — только то, что работает в реальных AI проектах.",https://stepik.org/course/277082,easy,21,0,"[""Информационные технологии"",""Аналитика и исследование данных"",""Наука о данных"",""Искусственный интеллект""]",,2026-03-12T19:02:57.903587+00:00,2026-03-14T11:24:35.368594+00:00,False,
90,277179,Введение в математику -- ч.3 -- прямая (без сертификата),"Курс нацелен на создание базы для восприятия математических текстов и формул, понимания идеологии математики, как способа передачи знания и умении доказательно аргументировать истинность этого знания.

Курс концентрирует в себе те базовые знания и навыки, которые получаются на математических специальностях за первые полгода обучения и будет полезен всем, кто начинает свое путешествие в постижении математических наук.

Обращаем внимание, что у этого курса существует точная платная копия с сертификатом.",https://stepik.org/course/277179,easy,20,0,"[""Учебные и академические дисциплины"",""Математика и статистика"",""Алгебра и теория чисел"",""Геометрия и топология"",""Математическая логика""]",,2026-03-12T19:02:57.899618+00:00,2026-03-14T11:24:35.363526+00:00,False,
91,277145,Обществознание ЕГЭ 2026 | Часть 2. Социальные отношения,"Курс «Обществознание ЕГЭ 2026 | Часть 2. Социальные отношения» — это первая часть большой программы подготовки к ЕГЭ по обществознанию. За 9 месяцев обучения вы пройдёте весь школьный курс и научитесь решать тесты и задания с развёрнутым ответом. Курс сочетает в себе видеоуроки с подробным объяснением теории, индивидуальные занятия с преподавателем, систему регулярных повторений и практику в формате экзамена. Курс охватывает весь экзамен 2026 года и готовит с нуля до высоких баллов.",https://stepik.org/course/277145,,3,0,"[""Учебные и академические дисциплины"",""Социальные и гуманитарные науки"",""Социология"",""Подготовка к экзаменам"",""Выпускные экзамены в школе"",""Подготовка к ЕГЭ"",""Обществознание"",""Школьные предметы""]",,2026-03-12T19:02:57.900926+00:00,2026-03-14T11:24:35.365384+00:00,True,1190.0
99,277010,Алгоритмы межведомственного взаимодействия,"Особенности Программы заключаются в том, что ее содержание спроектировано на основе межведомственного взаимодействия (программа разработана на базе ФГБНУ «ИИДСВ» с участием ведомств и учреждений (организаций) - партнеров). Принятые государством программные документы в сфере развития системы профилактики предусматривают совершенствование системы межведомственного взаимодействия между образовательными, медицинскими, социальными организациями и иными субъектами профилактики правонарушений несовершеннолетних.",https://stepik.org/course/277010,,30,0,"[""Учебные и академические дисциплины"",""Социальные и гуманитарные науки"",""Психология"",""Обучение преподавателей"",""Педагогика"",""Образование детей младшего возраста"",""Образование молодёжи""]",,2026-03-12T19:02:57.911735+00:00,2026-03-14T11:24:35.378361+00:00,False,
101,276979,Школа помощников вожатых 2026,"Данный курс предназначен для школьников, которые собираются работать в каникулярное время в пришкольном лагере помощниками вожатых. В ходе занятий учащиеся познакомятся с теоретическими аспектами работы (психологические особенности детей, техника безопасности) и получат практические знания (игропрактика, организация мероприятий и коллективно-творческая деятельность)",https://stepik.org/course/276979,easy,23,0,"[""Обучение преподавателей"",""Летние лагеря"",""Детям и подросткам""]",,2026-03-12T19:02:57.914614+00:00,2026-03-14T11:24:35.381807+00:00,False,
96,277048,False friends in English-Russian translation,"Изучайте «ложных друзей переводчика» — английские слова, которые звучат как русские, но имеют другое значение. Интерактивные карточки, аудио произношение, упражнения на сопоставление с фото и заполнение пропусков помогут избежать ошибок в речи и письме.",https://stepik.org/course/277048,easy,24,0,"[""Учебные и академические дисциплины"",""Английский язык"",""Школьные предметы"",""Языки"",""Английский язык""]",,2026-03-12T19:02:57.907734+00:00,2026-03-14T11:24:35.373258+00:00,False,
97,277047,"Буквы,звуки,склады. Подготовка к школе,корректируем ФНР.","Автор курса — педагог с многолетним стажем, автор учебника «К берегам больших открытий» (изд. «Феникс») Олеся Александровна Пухова.

В чём уникальность? Учат не люди, а авторские куклы ручной работы! Ребёнок просто подпевает персонажам.

Чему научится ребёнок? Перестанет путать звонкие и глухие (Б-П, В-Ф), твёрдые и мягкие звуки. Парные даются вместе: сначала персонаж Боря поёт Бо-Ба-Бу-Бы-Бэ и Бё-Бя-Бю-Би-Бе, следом — Поля. Подготовка к школе через пение. Чтение простых слов.",https://stepik.org/course/277047,,2,0,"[""Детям и подросткам""]",,2026-03-12T19:02:57.90912+00:00,2026-03-14T11:24:35.375094+00:00,True,100.0
104,276938,Apache Flink с нуля до успешного собеседования,"Практический курс по Apache Flink: от архитектуры, DataStream API и окон до state, exactly-once, SQL, CEP, тюнинга и эксплуатационных сценариев.",https://stepik.org/course/276938,,9,0,"[""Информационные технологии""]",,2026-03-12T19:02:57.918026+00:00,2026-03-14T11:24:35.38684+00:00,True,100.0
106,276897,"Психология сна: режим, энергия, память и внимание",Научная база сна + практические привычки и среда; итог — персональный 14‑дневный протокол улучшения сна.,https://stepik.org/course/276897,,20,0,"[""Нейронауки"",""Психология"",""Управление временем и продуктивность"",""Психическое здоровье"",""Здоровый образ жизни""]",,2026-03-12T19:02:57.920199+00:00,2026-03-14T11:24:35.389869+00:00,False,
107,276891,Тайм-менеджмент человека: как успевать главное и не выгореть?,"Практическое руководство по созданию гибкой личной системы продуктивности. Научитесь управлять своим временем, фокусом и энергией без выгорания, жестких рамок и чувства вины. Откажитесь от иллюзии «идеального расписания» и соберите рабочий конструктор привычек под себя.",https://stepik.org/course/276891,easy,245,0,"[""Учебные и академические дисциплины"",""Социальные и гуманитарные науки"",""Психология"",""Личностный рост"",""Гибкие навыки"",""Управление временем и продуктивность"",""Принятие решений""]",,2026-03-12T19:02:57.921247+00:00,2026-03-14T11:24:35.391844+00:00,False,
108,276850,Получите практический опыт работы с Git: от джуна до мидла,"Получите практический опыт работы с Git, начиная с базовых вещей вроде инициализации и ветвления и переходя к более продвинутым приёмам вроде git stash и cherry-pick. Закрепите понимание, выполняя контрольные задания и тесты",https://stepik.org/course/276850,easy,28,0,"[""ПО и инструменты для разработки"",""Информационные технологии"",""Разработка программного обеспечения"",""Разработка ПО для начинающих"",""Системы контроля версий""]",,2026-03-12T19:02:57.922826+00:00,2026-03-14T11:24:35.39416+00:00,False,
109,276842,Copy of MySQL - Основы работы с базами данных,"Изучите основы управления данными с помощью MySQL! Этот курс предлагает обширное введение в базы данных, покрывая установку, создание и управление таблицами, запросы SQL для извлечения и изменения данных, а также базовые концепции оптимизации производительности. Получите навыки, необходимые для работы с одной из самых популярных реляционных СУБД в мире.",https://stepik.org/course/276842,easy,22,0,"[""Информационные технологии"",""Базы данных""]",,2026-03-12T19:02:57.924498+00:00,2026-03-14T11:24:35.39643+00:00,False,
110,276836,Python. Часть 5 (Исключения и работа с файловой системой),"🚀 В этом курсе вы освоите обработку исключений, научитесь безопасно работать с файлами, JSON и CSV, разберётесь с os, shutil и pathlib, и начнёте писать надёжный, кроссплатформенный код. 💡 Практика, реальные сценарии и навыки, которые используют в рабочих проектах.",https://stepik.org/course/276836,normal,201,0,"[""Информационные технологии"",""Языки программирования"",""Python"",""Введение в программирование"",""Алгоритмы и структуры данных""]",,2026-03-12T19:02:57.926109+00:00,2026-03-14T11:24:35.3985+00:00,True,1250.0
103,276942,Как репетитору выстраивать общение с родителями и учениками,"Курс для начинающих репетиторов о том, как с самого начала выстраивать спокойное и профессиональное общение с родителями и учениками. Вы научитесь договариваться о целях и правилах на старте, мягко поднимать сложные темы и говорить о себе как о специалисте, даже если вы только начинаете.",https://stepik.org/course/276942,easy,1,0,"[""Личностный рост"",""Воспитание детей"",""Обучение преподавателей"",""Разработка образовательных программ"",""Педагогика"",""Дистанционное обучение""]",,2026-03-12T19:02:57.916919+00:00,2026-03-14T11:24:35.385264+00:00,True,300.0
105,276921,52 НЕДЕЛИ БОГАТСТВА: финансовый челлендж,Большой разбор способов сбережения и заработка средств с ноткой инвестирования. Перестаём распускать нюни и создаём капитал с нескрываемым удовольствием. Осторожно – в курсе будет только жесткач. Ранимым натурам и людям с тонкой душевной организацией изучать запрещено.,https://stepik.org/course/276921,easy,24,0,"[""Личностный рост"",""Личные финансы и инвестирование""]",,2026-03-12T19:02:57.919134+00:00,2026-03-14T11:24:35.388379+00:00,True,398.0
114,276724,"Математика ОГЭ, мини-курс по задаче №21 (+2 балла на ОГЭ)","Здесь собраны видео-разборы ВСЕХ типов, которые могут встретиться с последующим решением №21 из ОГЭ
Только самое необходимое, для того, чтобы разобраться с заданием, без лишней ""воды"".
",https://stepik.org/course/276724,normal,2,0,"[""Учебные и академические дисциплины"",""Математика"",""Школьные предметы"",""Подготовка к экзаменам"",""Выпускные экзамены в школе"",""Подготовка к ОГЭ""]",,2026-03-12T19:02:57.931484+00:00,2026-03-14T11:24:35.406832+00:00,True,199.0
115,276722,DevOps Engineer: Практическая программа для админа,"Практическая программа для системных администраторов, которые хотят перейти в DevOps. Terraform, Proxmox и Ansible с реальными лабораторными заданиями и автоматизацией инфраструктуры.",https://stepik.org/course/276722,normal,2,0,"[""Информационные технологии"",""Разработка программного обеспечения"",""DevOps и системное администрирование""]",,2026-03-12T19:02:57.932715+00:00,2026-03-14T11:24:35.408888+00:00,True,5000.0
117,276715,DuckDB на практике: аналитика без сервера,"DuckDB — современная аналитическая база данных, которая работает прямо на вашем компьютере без серверов. В этом практическом курсе вы научитесь выполнять SQL-анализ данных, работать с CSV, Parquet и JSON, использовать DuckDB из Python и анализировать реальные данные поездок NYC Taxi. Курс можно пройти за один вечер и сразу начать применять DuckDB в аналитике и data engineering.",https://stepik.org/course/276715,easy,4,0,"[""Базы данных""]",,2026-03-12T19:02:57.935248+00:00,2026-03-14T11:24:35.413887+00:00,True,590.0
